,Data Value,Type,Location,Time Period
2544,7.2,Fine particles (PM 2.5),East New York,Winter 2018-19
2545,7.2,Fine particles (PM 2.5),Pelham - Throgs Neck,Winter 2021-22
2546,7.2,Fine particles (PM 2.5),Highbridge and Concourse (CD4),Annual Average 2019
2547,7.2,Fine particles (PM 2.5),Rockaways,Summer 2021
2548,7.2,Fine particles (PM 2.5),Queens,Annual Average 2016
2549,7.2,Fine particles (PM 2.5),Fordham and University Heights (CD5),Winter 2021-22
2550,7.2,Fine particles (PM 2.5),Long Island City - Astoria,Annual Average 2021
2551,7.2,Fine particles (PM 2.5),Belmont and East Tremont (CD6),Summer 2022
2552,7.2,Fine particles (PM 2.5),Tottenville and Great Kills (CD3),Winter 2015-16
2553,7.2,Fine particles (PM 2.5),Hunts Point - Mott Haven,Summer 2022
2554,7.2,Fine particles (PM 2.5),Long Island City - Astoria,Summer 2022
2555,7.2,Fine particles (PM 2.5),Fordham and University Heights (CD5),Winter 2019-20
2556,7.2,Asthma hospitalizations due to Ozone,East Flatbush - Flatbush,2012-2014
2557,7.2,Fine particles (PM 2.5),Bronx,Summer 2020
2558,7.2,Asthma hospitalizations due to Ozone,East Flatbush - Flatbush,2005-2007
2559,7.2,Annual vehicle miles traveled (trucks),Woodside and Sunnyside (CD2),2019
2560,7.2,Fine particles (PM 2.5),Elmhurst and Corona (CD4),Annual Average 2018
2561,7.2,Fine particles (PM 2.5),Ridgewood - Forest Hills,Winter 2018-19
2562,7.2,Fine particles (PM 2.5),Kingsbridge Heights and Bedford (CD7),Summer 2022
2563,7.2,Fine particles (PM 2.5),Woodside and Sunnyside (CD2),Summer 2022
2564,7.2,Fine particles (PM 2.5),Kingsbridge - Riverdale,Winter 2018-19
2565,7.2,Fine particles (PM 2.5),Greenpoint and Williamsburg (CD1),Summer 2022
2566,7.2,Fine particles (PM 2.5),Upper West Side,Summer 2020
2567,7.2,Fine particles (PM 2.5),Mott Haven and Melrose (CD1),Summer 2022
2568,7.2,Fine particles (PM 2.5),Kew Gardens and Woodhaven (CD9),Annual Average 2017
2569,7.2,Fine particles (PM 2.5),Washington Heights,Summer 2022
2570,7.2,Fine particles (PM 2.5),Throgs Neck and Co-op City (CD10),Winter 2021-22
2571,7.3,Fine particles (PM 2.5),Jackson Heights (CD3),Annual Average 2016
2572,7.3,Fine particles (PM 2.5),Ridgewood - Forest Hills,Annual Average 2017
2573,7.3,Cardiovascular hospitalizations due to PM2.5 (age 40+),Greenwich Village - SoHo,2012-2014
2574,7.3,Fine particles (PM 2.5),Sunset Park,Winter 2020-21
2575,7.3,Fine particles (PM 2.5),Bronx,Winter 2021-22
2576,7.3,Fine particles (PM 2.5),Hunts Point and Longwood (CD2),Annual Average 2021
2577,7.3,Nitrogen dioxide (NO2),Rockaways,Summer 2019
2578,7.3,Fine particles (PM 2.5),Bayside and Little Neck (CD11),Summer 2019
2579,7.3,Fine particles (PM 2.5),Mott Haven and Melrose (CD1),Winter 2019-20
2580,7.3,Fine particles (PM 2.5),Sunset Park,Summer 2020
2581,7.3,Fine particles (PM 2.5),Washington Heights,Winter 2021-22
2582,7.3,Fine particles (PM 2.5),Port Richmond,Annual Average 2016
2583,7.3,Fine particles (PM 2.5),Bronx,Annual Average 2018
2584,7.3,Fine particles (PM 2.5),Coney Island (CD13),Winter 2016-17
2585,7.3,Fine particles (PM 2.5),Borough Park,Annual Average 2017
2586,7.3,Fine particles (PM 2.5),Borough Park,Annual Average 2017
2587,7.3,Nitrogen dioxide (NO2),Tottenville and Great Kills (CD3),Summer 2014
2588,7.3,Fine particles (PM 2.5),East New York and Starrett City (CD5),Winter 2019-20
2589,7.3,Fine particles (PM 2.5),East Harlem,Summer 2020
2590,7.3,Fine particles (PM 2.5),Morningside Heights and Hamilton Heights (CD9),Summer 2020
2591,7.3,Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),Annual Average 2018
2592,7.3,Fine particles (PM 2.5),Morris Park and Bronxdale (CD11),Winter 2021-22
2593,7.3,Fine particles (PM 2.5),Rockaways,Winter 2016-17
2594,7.3,Fine particles (PM 2.5),Northeast Bronx,Winter 2021-22
2595,7.3,Fine particles (PM 2.5),Washington Heights and Inwood (CD12),Winter 2021-22
2596,7.3,Fine particles (PM 2.5),Tottenville and Great Kills (CD3),Summer 2019
2597,7.3,Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),Winter 2020-21
2598,7.3,Fine particles (PM 2.5),East Harlem,Summer 2020
2599,7.3,Fine particles (PM 2.5),Bayside - Little Neck,Summer 2019
2600,7.3,Fine particles (PM 2.5),Tottenville and Great Kills (CD3),Annual Average 2015
2601,7.3,Fine particles (PM 2.5),Park Slope and Carroll Gardens (CD6),Winter 2020-21
2602,7.3,Fine particles (PM 2.5),Flushing and Whitestone (CD7),Winter 2018-19
2603,7.3,Fine particles (PM 2.5),Sunset Park (CD7),Winter 2021-22
2604,7.3,Fine particles (PM 2.5),Williamsbridge and Baychester (CD12),Winter 2021-22
2605,7.3,Nitrogen dioxide (NO2),Rockaway and Broad Channel (CD14),Summer 2014
2606,7.3,Fine particles (PM 2.5),Pelham - Throgs Neck,Winter 2019-20
2607,7.3,Fine particles (PM 2.5),Borough Park (CD12),Annual Average 2017
2608,7.3,Fine particles (PM 2.5),Bushwick (CD4),Winter 2021-22
2609,7.3,Fine particles (PM 2.5),Downtown - Heights - Slope,Winter 2020-21
2610,7.3,Fine particles (PM 2.5),South Beach - Tottenville,Annual Average 2015
2611,7.3,Fine particles (PM 2.5),Washington Heights,Winter 2021-22
2612,7.3,Fine particles (PM 2.5),Bay Ridge and Dyker Heights (CD10),Annual Average 2017
2613,7.3,Fine particles (PM 2.5),South Bronx,Winter 2019-20
2614,7.3,Fine particles (PM 2.5),Fordham and University Heights (CD5),Summer 2020
2615,7.3,Nitrogen dioxide (NO2),Rockaways,Summer 2019
2616,7.3,Fine particles (PM 2.5),Crotona -Tremont,Winter 2021-22
2617,7.3,Fine particles (PM 2.5),Sunset Park (CD7),Winter 2020-21
2618,7.3,Fine particles (PM 2.5),Sunset Park,Summer 2020
2619,7.3,Fine particles (PM 2.5),Washington Heights,Annual Average 2018
2620,7.3,Fine particles (PM 2.5),Throgs Neck and Co-op City (CD10),Winter 2018-19
2621,7.3,Fine particles (PM 2.5),Kew Gardens and Woodhaven (CD9),Annual Average 2016
2622,7.3,Fine particles (PM 2.5),Ridgewood - Forest Hills,Annual Average 2017
2623,7.3,Asthma hospitalizations due to Ozone,Coney Island - Sheepshead Bay,2012-2014
2624,7.3,Fine particles (PM 2.5),Northeast Bronx,Winter 2021-22
2625,7.3,Fine particles (PM 2.5),Downtown - Heights - Slope,Winter 2020-21
2626,7.3,Annual vehicle miles traveled (trucks),Midtown (CD5),2010
2627,7.3,Fine particles (PM 2.5),Flushing and Whitestone (CD7),Annual Average 2017
2628,7.3,Fine particles (PM 2.5),Sunset Park,Winter 2021-22
2629,7.3,Fine particles (PM 2.5),Jackson Heights (CD3),Winter 2018-19
2630,7.3,Fine particles (PM 2.5),South Ozone Park and Howard Beach (CD10),Winter 2015-16
2631,7.3,Fine particles (PM 2.5),Woodside and Sunnyside (CD2),Winter 2021-22
2632,7.3,Nitrogen dioxide (NO2),South Beach - Tottenville,Summer 2020
2633,7.3,Fine particles (PM 2.5),South Beach - Tottenville,Summer 2019
2634,7.3,Fine particles (PM 2.5),Pelham - Throgs Neck,Winter 2018-19
2635,7.3,Fine particles (PM 2.5),Parkchester and Soundview (CD9),Winter 2021-22
2636,7.3,Fine particles (PM 2.5),Crotona -Tremont,Summer 2020
2637,7.3,Fine particles (PM 2.5),East Harlem (CD11),Summer 2020
2638,7.3,Fine particles (PM 2.5),Hunts Point - Mott Haven,Winter 2021-22
2639,7.3,Fine particles (PM 2.5),Flatbush and Midwood (CD14),Annual Average 2017
2640,7.3,Fine particles (PM 2.5),Rockaway and Broad Channel (CD14),Winter 2016-17
2641,7.3,Fine particles (PM 2.5),Pelham - Throgs Neck,Winter 2018-19
2642,7.3,Fine particles (PM 2.5),Willowbrook,Winter 2016-17
2643,7.3,Fine particles (PM 2.5),Kingsbridge Heights and Bedford (CD7),Summer 2020
2644,7.3,Fine particles (PM 2.5),Washington Heights and Inwood (CD12),Winter 2019-20
2645,7.3,Fine particles (PM 2.5),Throgs Neck and Co-op City (CD10),Winter 2019-20
2646,7.3,Fine particles (PM 2.5),Flushing - Clearview,Annual Average 2017
2647,7.3,Fine particles (PM 2.5),New York City,Winter 2018-19
2648,7.3,Fine particles (PM 2.5),Bedford Stuyvesant - Crown Heights,Annual Average 2018
2649,7.3,Fine particles (PM 2.5),Washington Heights and Inwood (CD12),Annual Average 2018
2650,7.3,Fine particles (PM 2.5),Rockaways,Winter 2016-17
2651,7.3,Fine particles (PM 2.5),Sunset Park,Winter 2020-21
2652,7.3,Fine particles (PM 2.5),Northern SI,Winter 2019-20
2653,7.3,Fine particles (PM 2.5),Long Island City - Astoria,Winter 2021-22
2654,7.3,Fine particles (PM 2.5),Washington Heights,Annual Average 2018
2655,7.3,Fine particles (PM 2.5),Bedford Stuyvesant - Crown Heights,Annual Average 2018
2656,7.3,Fine particles (PM 2.5),South Bronx,Annual Average 2019
2657,7.3,Annual vehicle miles traveled (trucks),Manhattan,2019
2658,7.3,Fine particles (PM 2.5),Pelham - Throgs Neck,Winter 2019-20
2659,7.3,Fine particles (PM 2.5),Hunts Point - Mott Haven,Winter 2019-20
2660,7.3,Fine particles (PM 2.5),Fordham and University Heights (CD5),Annual Average 2019
2661,7.3,Cardiac and respiratory deaths due to Ozone,South Beach - Tottenville,2009-2011
2662,7.3,Fine particles (PM 2.5),Bushwick (CD4),Summer 2020
2663,7.3,Nitrogen dioxide (NO2),Southern SI,Summer 2018
2664,7.3,Fine particles (PM 2.5),Sunset Park,Winter 2021-22
2665,7.3,Fine particles (PM 2.5),Flushing - Clearview,Annual Average 2017
2666,7.3,Fine particles (PM 2.5),Flushing and Whitestone (CD7),Annual Average 2016
2667,7.3,Fine particles (PM 2.5),Bayside Little Neck-Fresh Meadows,Summer 2019
2668,7.3,Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),Summer 2020
2669,7.3,Fine particles (PM 2.5),Crown Heights and Prospect Heights (CD8),Winter 2018-19
2670,7.3,Fine particles (PM 2.5),Brooklyn,Winter 2018-19
2671,7.3,Nitrogen dioxide (NO2),Tottenville and Great Kills (CD3),Summer 2020
2672,7.3,Fine particles (PM 2.5),Union Square-Lower Manhattan,Annual Average 2022
2673,7.3,Fine particles (PM 2.5),Morrisania and Crotona (CD3),Summer 2020
2674,7.3,Fine particles (PM 2.5),Sunset Park,Annual Average 2019
2675,7.3,Fine particles (PM 2.5),Long Island City - Astoria,Winter 2021-22
2676,7.3,Fine particles (PM 2.5),Southern SI,Summer 2019
2677,7.3,Fine particles (PM 2.5),Sunset Park,Annual Average 2019
2678,7.3,Fine particles (PM 2.5),Kingsbridge Heights and Bedford (CD7),Winter 2018-19
2679,7.3,Fine particles (PM 2.5),Sunset Park (CD7),Summer 2020
2680,7.3,Fine particles (PM 2.5),Bensonhurst (CD11),Winter 2019-20
2681,7.3,Asthma hospitalizations due to Ozone,East Flatbush - Flatbush,2009-2011
2682,7.4,Fine particles (PM 2.5),Long Island City - Astoria,Winter 2020-21
2683,7.4,Fine particles (PM 2.5),West Queens,Winter 2020-21
2684,7.4,Fine particles (PM 2.5),Morris Park and Bronxdale (CD11),Annual Average 2017
2685,7.4,Fine particles (PM 2.5),Upper East Side-Gramercy,Annual Average 2020
2686,7.4,Fine particles (PM 2.5),Downtown - Heights - Slope,Summer 2020
2687,7.4,Fine particles (PM 2.5),Washington Heights and Inwood (CD12),Summer 2020
2688,7.4,Fine particles (PM 2.5),Kingsbridge Heights and Bedford (CD7),Annual Average 2018
2689,7.4,Fine particles (PM 2.5),Washington Heights,Summer 2020
2690,7.4,Nitrogen dioxide (NO2),South Beach - Tottenville,Summer 2014
2691,7.4,Fine particles (PM 2.5),East Harlem,Annual Average 2018
2692,7.4,Fine particles (PM 2.5),Riverdale and Fieldston (CD8),Annual Average 2017
2693,7.4,Fine particles (PM 2.5),Southern SI,Winter 2015-16
2694,7.4,Fine particles (PM 2.5),South Ozone Park and Howard Beach (CD10),Summer 2016
2695,7.4,Fine particles (PM 2.5),Jamaica and Hollis (CD12),Winter 2015-16
2696,7.4,Fine particles (PM 2.5),Fort Greene and Brooklyn Heights (CD2),Winter 2021-22
2697,7.4,Fine particles (PM 2.5),Lower Manhattan,Summer 2022
2698,7.4,Nitrogen dioxide (NO2),Rockaways,Summer 2014
2699,7.4,Fine particles (PM 2.5),Upper West Side,Annual Average 2019
2700,7.4,Fine particles (PM 2.5),Central Harlem (CD10),Summer 2020
2701,7.4,Fine particles (PM 2.5),Morrisania and Crotona (CD3),Winter 2018-19
2702,7.4,Fine particles (PM 2.5),Long Island City and Astoria (CD1),Summer 2020
2703,7.4,Fine particles (PM 2.5),Manhattan,Annual Average 2021
2704,7.4,Fine particles (PM 2.5),Parkchester and Soundview (CD9),Winter 2018-19
2705,7.4,Fine particles (PM 2.5),Ridgewood and Maspeth (CD5),Annual Average 2018
2706,7.4,Fine particles (PM 2.5),Bensonhurst (CD11),Winter 2016-17
2707,7.4,Fine particles (PM 2.5),East Flatbush - Flatbush,Annual Average 2017
2708,7.4,Fine particles (PM 2.5),Sunset Park (CD7),Annual Average 2019
2709,7.4,Nitrogen dioxide (NO2),Rockaways,Summer 2014
2710,7.4,Fine particles (PM 2.5),Hunts Point and Longwood (CD2),Winter 2020-21
2711,7.4,Fine particles (PM 2.5),South Beach - Tottenville,Summer 2018
2712,7.4,Fine particles (PM 2.5),East Flatbush (CD17),Winter 2019-20
2713,7.4,Fine particles (PM 2.5),Rockaway and Broad Channel (CD14),Summer 2014
2714,7.4,Fine particles (PM 2.5),Kingsbridge Heights and Bedford (CD7),Winter 2021-22
2715,7.4,Fine particles (PM 2.5),South Ozone Park and Howard Beach (CD10),Summer 2019
2716,7.4,Fine particles (PM 2.5),Coney Island - Sheepshead Bay,Winter 2016-17
2717,7.4,Fine particles (PM 2.5),Williamsburg - Bushwick,Winter 2021-22
2718,7.4,Fine particles (PM 2.5),Washington Heights,Winter 2019-20
2719,7.4,Fine particles (PM 2.5),Jamaica and Hollis (CD12),Winter 2019-20
2720,7.4,Fine particles (PM 2.5),West Queens,Summer 2020
2721,7.4,Fine particles (PM 2.5),South Crown Heights and Lefferts Gardens (CD9),Annual Average 2017
2722,7.4,Fine particles (PM 2.5),West Queens,Winter 2020-21
2723,7.4,Fine particles (PM 2.5),Willowbrook,Summer 2019
2724,7.4,Fine particles (PM 2.5),Staten Island,Summer 2019
2725,7.4,Fine particles (PM 2.5),Downtown - Heights - Slope,Annual Average 2019
2726,7.4,Fine particles (PM 2.5),Sheepshead Bay (CD15),Winter 2016-17
2727,7.4,Fine particles (PM 2.5),Coney Island - Sheepshead Bay,Winter 2016-17
2728,7.4,Fine particles (PM 2.5),Central Harlem - Morningside Heights,Summer 2020
2729,7.4,Respiratory hospitalizations due to PM2.5 (age 20+),Sunset Park,2015-2017
2730,7.4,Fine particles (PM 2.5),Upper West Side (CD7),Annual Average 2019
2731,7.4,Fine particles (PM 2.5),South Bronx,Summer 2020
2732,7.4,Fine particles (PM 2.5),Bayside - Little Neck,Summer 2016
2733,7.4,Fine particles (PM 2.5),New York City,Winter 2019-20
2734,7.4,Fine particles (PM 2.5),Stapleton - St. George,Winter 2015-16
2735,7.4,Fine particles (PM 2.5),Fordham - Bronx Pk,Winter 2021-22
2736,7.4,Fine particles (PM 2.5),Kingsbridge - Riverdale,Annual Average 2017
2737,7.4,Fine particles (PM 2.5),Rockaways,Winter 2014-15
2738,7.4,Fine particles (PM 2.5),Parkchester and Soundview (CD9),Winter 2019-20
2739,7.4,Fine particles (PM 2.5),Washington Heights,Summer 2020
2740,7.4,Fine particles (PM 2.5),New York City,Annual Average 2017
2741,7.4,Fine particles (PM 2.5),Park Slope and Carroll Gardens (CD6),Winter 2021-22
2742,7.4,Fine particles (PM 2.5),Crotona -Tremont,Winter 2019-20
2743,7.4,Fine particles (PM 2.5),Morris Park and Bronxdale (CD11),Annual Average 2016
2744,7.4,Fine particles (PM 2.5),Belmont and East Tremont (CD6),Annual Average 2018
2745,7.4,Fine particles (PM 2.5),Hillcrest and Fresh Meadows (CD8),Summer 2019
2746,7.4,Fine particles (PM 2.5),Southwest Queens,Winter 2019-20
2747,7.4,Fine particles (PM 2.5),Williamsbridge and Baychester (CD12),Annual Average 2017
2748,7.4,Fine particles (PM 2.5),Jamaica,Winter 2015-16
2749,7.4,Fine particles (PM 2.5),Bayside - Little Neck,Winter 2015-16
2750,7.4,Fine particles (PM 2.5),Bayside Little Neck-Fresh Meadows,Winter 2015-16
2751,7.4,Fine particles (PM 2.5),Greenpoint,Winter 2021-22
2752,7.4,Fine particles (PM 2.5),Rockaway and Broad Channel (CD14),Annual Average 2012
2753,7.4,Fine particles (PM 2.5),East Harlem,Annual Average 2018
2754,7.4,Fine particles (PM 2.5),Jamaica,Winter 2015-16
2755,7.4,Fine particles (PM 2.5),Belmont and East Tremont (CD6),Winter 2019-20
2756,7.4,Fine particles (PM 2.5),Stapleton - St. George,Summer 2019
2757,7.4,Fine particles (PM 2.5),Downtown - Heights - Slope,Annual Average 2019
2758,7.4,Fine particles (PM 2.5),Rockaways,Winter 2014-15
2759,7.4,Fine particles (PM 2.5),East Flatbush - Flatbush,Annual Average 2017
2760,7.4,Fine particles (PM 2.5),Greenpoint,Winter 2021-22
2761,7.4,Fine particles (PM 2.5),Lower East Side and Chinatown (CD3),Summer 2022
2762,7.4,Fine particles (PM 2.5),Bay Ridge and Dyker Heights (CD10),Annual Average 2016
2763,7.4,Fine particles (PM 2.5),Williamsburg - Bushwick,Winter 2021-22
2764,7.4,Fine particles (PM 2.5),Morrisania and Crotona (CD3),Winter 2021-22
2765,7.4,Fine particles (PM 2.5),Downtown - Heights - Slope,Winter 2021-22
2766,7.4,Fine particles (PM 2.5),Downtown - Heights - Slope,Summer 2020
2767,7.4,Fine particles (PM 2.5),West Queens,Summer 2020
2768,7.4,Fine particles (PM 2.5),Port Richmond,Winter 2016-17
2769,7.4,Fine particles (PM 2.5),Greenpoint and Williamsburg (CD1),Winter 2021-22
2770,7.4,Fine particles (PM 2.5),Rego Park and Forest Hills (CD6),Annual Average 2017
2771,7.4,Fine particles (PM 2.5),Rockaways,Annual Average 2012
2772,7.4,Fine particles (PM 2.5),Tottenville and Great Kills (CD3),Summer 2018
2773,7.4,Fine particles (PM 2.5),Belmont and East Tremont (CD6),Summer 2020
2774,7.4,Fine particles (PM 2.5),Port Richmond,Winter 2019-20
2775,7.4,Fine particles (PM 2.5),Financial District (CD1),Summer 2022
2776,7.4,Fine particles (PM 2.5),Bensonhurst - Bay Ridge,Winter 2016-17
2777,7.4,Fine particles (PM 2.5),Bayside and Little Neck (CD11),Winter 2015-16
2778,7.4,Fine particles (PM 2.5),Bayside and Little Neck (CD11),Summer 2016
2779,7.4,Fine particles (PM 2.5),Southwest Queens,Winter 2019-20
2780,7.4,Fine particles (PM 2.5),Bensonhurst - Bay Ridge,Winter 2016-17
2781,7.4,Fine particles (PM 2.5),Fordham - Bronx Pk,Winter 2021-22
2782,7.4,Fine particles (PM 2.5),Upper West Side,Annual Average 2019
2783,7.4,Fine particles (PM 2.5),Long Island City - Astoria,Winter 2020-21
2784,7.4,Fine particles (PM 2.5),Rockaways,Annual Average 2012
2785,7.4,Fine particles (PM 2.5),Downtown - Heights - Slope,Winter 2021-22
2786,7.4,Fine particles (PM 2.5),Rockaways,Summer 2014
2787,7.4,Nitrogen dioxide (NO2),Southern SI,Summer 2022
2788,7.4,Fine particles (PM 2.5),East Harlem (CD11),Annual Average 2018
2789,7.4,Fine particles (PM 2.5),Rockaways,Summer 2014
2790,7.4,Fine particles (PM 2.5),West Queens,Annual Average 2019
2791,7.4,Fine particles (PM 2.5),Upper East Side,Summer 2020
2792,7.4,Fine particles (PM 2.5),Central Harlem - Morningside Heights,Summer 2020
2793,7.4,Annual vehicle miles traveled (trucks),Fort Greene and Brooklyn Heights (CD2),2005
2794,7.4,Fine particles (PM 2.5),Lower Manhattan,Annual Average 2020
2795,7.4,Fine particles (PM 2.5),Bedford Stuyvesant (CD3),Annual Average 2018
2796,7.4,Fine particles (PM 2.5),St. George and Stapleton (CD1),Winter 2019-20
2797,7.4,Fine particles (PM 2.5),Kingsbridge - Riverdale,Annual Average 2017
2798,7.4,Fine particles (PM 2.5),South Beach and Willowbrook (CD2),Summer 2019
2799,7.4,Fine particles (PM 2.5),Fresh Meadows,Summer 2019
2800,7.4,Fine particles (PM 2.5),Long Island City and Astoria (CD1),Annual Average 2018
2801,7.4,Fine particles (PM 2.5),Rockaway and Broad Channel (CD14),Winter 2014-15
2802,7.4,Fine particles (PM 2.5),Brownsville (CD16),Annual Average 2018
2803,7.4,Fine particles (PM 2.5),East New York,Winter 2019-20
2804,7.4,Fine particles (PM 2.5),Washington Heights,Winter 2019-20
2805,7.4,Fine particles (PM 2.5),East New York,Winter 2019-20
2806,7.4,Fine particles (PM 2.5),West Queens,Annual Average 2019
2807,7.5,Fine particles (PM 2.5),Bronx,Winter 2018-19
2808,7.5,Fine particles (PM 2.5),Jamaica,Summer 2019
2809,7.5,Fine particles (PM 2.5),Fordham - Bronx Pk,Annual Average 2017
2810,7.5,Fine particles (PM 2.5),Kingsbridge - Riverdale,Annual Average 2016
2811,7.5,Fine particles (PM 2.5),Southwest Queens,Summer 2019
2812,7.5,Fine particles (PM 2.5),Throgs Neck and Co-op City (CD10),Annual Average 2016
2813,7.5,Fine particles (PM 2.5),East New York,Annual Average 2017
2814,7.5,Fine particles (PM 2.5),Stuyvesant Town and Turtle Bay (CD6),Annual Average 2022
2815,7.5,Fine particles (PM 2.5),Belmont and East Tremont (CD6),Winter 2021-22
2816,7.5,Fine particles (PM 2.5),Lower East Side and Chinatown (CD3),Annual Average 2020
2817,7.5,Fine particles (PM 2.5),Central Harlem - Morningside Heights,Annual Average 2018
