,ESTIMATE,Demographic Category,Specific Category,Year,Age
2118,1.5,Age,45-54 years,2007,45-54 years
2119,1.5,Sex and age,Female: 55-64 years,2015,55-64 years
2120,1.5,Sex and age,Female: 65-74 years,2012,65-74 years
2121,1.5,Sex and age,Female: 65-74 years,2011,65-74 years
2122,1.5,Sex and race,Female: White,1999,All ages
2123,1.5,Sex and age,Female: 55-64 years,2004,55-64 years
2124,1.5,Age,35-44 years,2001,35-44 years
2125,1.5,Sex,Female,2014,All ages
2126,1.5,Sex and race,Male: White,2014,All ages
2127,1.5,Age,35-44 years,2003,35-44 years
2128,1.5,Sex,Male,2000,All ages
2129,1.5,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2003,All ages
2130,1.5,Age,25-34 years,2007,25-34 years
2131,1.5,Sex and age,Male: 55-64 years,2008,55-64 years
2132,1.5,Sex and race,Female: Asian or Pacific Islander,2015,All ages
2133,1.5,Sex and age,Female: 45-54 years,2017,45-54 years
2134,1.5,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2007,All ages
2135,1.5,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2002,All ages
2136,1.5,Sex,Female,2005,All ages
2137,1.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2007,All ages
2138,1.5,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2013,All ages
2139,1.5,Sex and race,Male: Black or African American,2009,All ages
2140,1.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages
2141,1.5,Sex and age,Female: 35-44 years,2010,35-44 years
2142,1.5,Sex and age,Female: 35-44 years,2009,35-44 years
2143,1.5,Sex and race,Male: American Indian or Alaska Native,2015,All ages
2144,1.5,Total,All persons,2002,All ages
2145,1.5,Age,55-64 years,2013,55-64 years
2146,1.5,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2013,All ages
2147,1.5,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2012,All ages
2148,1.5,Sex and age,Male: 35-44 years,2007,35-44 years
2149,1.5,Age,55-64 years,2011,55-64 years
2150,,Sex and race,Female: American Indian or Alaska Native,1999,All ages
2151,,Sex and race,Female: American Indian or Alaska Native,2000,All ages
2152,,Sex and race,Female: American Indian or Alaska Native,2001,All ages
2153,,Sex and race,Female: American Indian or Alaska Native,2002,All ages
2154,1.5,Sex and race,Female: Black or African American,2000,All ages
2155,1.5,Sex and race,Female: Black or African American,1999,All ages
2156,1.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2010,All ages
2157,1.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2009,All ages
2158,1.5,Sex and age,Male: 35-44 years,2008,35-44 years
2159,1.5,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2005,All ages
2160,1.5,Age,25-34 years,2013,25-34 years
2161,1.5,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2000,All ages
2162,1.5,Sex and age,Female: 15-24 years,2013,15-24 years
2163,1.5,Sex and race,Female: American Indian or Alaska Native,2004,All ages
2164,1.5,Sex and race,Female: Black or African American,2013,All ages
2165,1.5,Sex and race,Female: Black or African American,2012,All ages
2166,1.5,Sex and race and Hispanic origin (single race),Male: Not Hispanic or Latino: Asian,2018,All ages
2167,1.5,Sex and age,Female: 25-34 years,2005,25-34 years
2168,1.5,Sex and race,Female: White,2004,All ages
2169,1.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2014,All ages
2170,,Sex and race,Female: Asian or Pacific Islander,1999,All ages
2171,,Sex and race,Female: Asian or Pacific Islander,2000,All ages
2172,,Sex and race,Female: Asian or Pacific Islander,2001,All ages
2173,,Sex and race,Female: Asian or Pacific Islander,2002,All ages
2174,,Sex and race,Female: Asian or Pacific Islander,2003,All ages
2175,,Sex and race,Female: Asian or Pacific Islander,2004,All ages
2176,,Sex and race,Female: Asian or Pacific Islander,2005,All ages
2177,,Sex and race,Female: Asian or Pacific Islander,2006,All ages
2178,,Sex and race,Female: Asian or Pacific Islander,2007,All ages
2179,1.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2013,All ages
2180,1.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2010,All ages
2181,1.5,Sex and age,Female: 35-44 years,2015,35-44 years
2182,1.5,Sex and race,Male: Black or African American,2012,All ages
2183,1.5,Sex and race,Male: Black or African American,2011,All ages
2184,1.5,Sex and race,Male: Black or African American,2010,All ages
2185,1.5,Sex and race,Male: Black or African American,2009,All ages
2186,1.5,Sex and race,Female: White,2014,All ages
2187,1.6,Sex and age,Female: 25-34 years,2010,25-34 years
2188,1.6,Sex and race,Male: Asian or Pacific Islander,2018,All ages
2189,1.6,Sex and race,Male: White,2000,All ages
2190,1.6,Sex and race,Male: White,1999,All ages
2191,1.6,Age,15-24 years,2018,15-24 years
2192,1.6,Sex,Male,2010,All ages
2193,1.6,Sex,Male,2001,All ages
2194,1.6,Total,All persons,2008,All ages
2195,1.6,Sex and race,Male: Asian or Pacific Islander,2001,All ages
2196,1.6,Sex and age,Female: 65-74 years,2008,65-74 years
2197,1.6,Sex and age,Female: 35-44 years,2017,35-44 years
2198,1.6,Sex and age,Female: 35-44 years,2016,35-44 years
2199,1.6,Sex and age,Female: 35-44 years,2014,35-44 years
2200,1.6,Sex and age,Female: 25-34 years,2009,25-34 years
2201,1.6,Sex and age,Female: 25-34 years,2008,25-34 years
2202,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2015,All ages
2203,1.6,Sex and age,Female: 15-24 years,2004,15-24 years
2204,1.6,Sex and age,Male: 65-74 years,2010,65-74 years
2205,1.6,Age,55-64 years,2014,55-64 years
2206,1.6,Age,15-24 years,2008,15-24 years
2207,1.6,Total,All persons,2008,All ages
2208,2.1,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2016,All ages
2209,6.1,Age,15-24 years,2017,15-24 years
2210,1.6,Sex,Male,2010,All ages
2211,1.6,Sex and race,Female: Asian or Pacific Islander,2011,All ages
2212,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2017,All ages
2213,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2014,All ages
2214,1.6,Sex and race,Female: Asian or Pacific Islander,2007,All ages
2215,1.6,Sex,Female,2014,All ages
2216,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2011,All ages
2217,1.6,Sex,Female,2000,All ages
2218,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2016,All ages
2219,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2013,All ages
2220,1.6,Sex and age,Female: 15-24 years,2018,15-24 years
2221,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages
2222,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2011,All ages
2223,1.6,Sex and race,Male: American Indian or Alaska Native,2010,All ages
2224,1.6,Age,55-64 years,2000,55-64 years
2225,1.6,Sex and race,Male: White,2013,All ages
2226,1.6,Age,55-64 years,2018,55-64 years
2227,1.6,Sex and race,Male: Black or African American,2011,All ages
2228,1.6,Sex and age,Female: 45-54 years,2013,45-54 years
2229,1.6,Sex and age,Female: 45-54 years,2018,45-54 years
2230,1.6,Sex and race,Male: American Indian or Alaska Native,2007,All ages
2231,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2013,All ages
2232,1.6,Sex and age,Male: 55-64 years,2003,55-64 years
2233,1.6,Sex and age,Male: 25-34 years,2001,25-34 years
2234,1.6,Sex and age,Male: 65-74 years,2013,65-74 years
2235,1.6,Sex and age,Male: 65-74 years,2012,65-74 years
2236,1.6,Sex and age,Male: 25-34 years,2002,25-34 years
2237,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2001,All ages
2238,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2000,All ages
2239,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,1999,All ages
2240,1.6,Age,35-44 years,2010,35-44 years
2241,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2015,All ages
2242,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,1999,All ages
2243,1.6,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2010,All ages
2244,1.6,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2009,All ages
2245,1.6,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2008,All ages
2246,1.6,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2006,All ages
2247,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2009,All ages
2248,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2002,All ages
2249,1.6,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2000,All ages
2250,1.6,Sex and race,Male: White,2003,All ages
2251,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,1999,All ages
2252,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages
2253,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2001,All ages
2254,1.6,Age,65-74 years,2012,65-74 years
2255,1.6,Sex,Male,2008,All ages
2256,1.6,Sex and age,Male: 25-34 years,1999,25-34 years
2257,1.6,Sex and race,Male: Black or African American,2002,All ages
2258,1.6,Sex and race,Male: Black or African American,2000,All ages
2259,1.6,Sex and age,Female: 25-34 years,2005,25-34 years
2260,1.6,Age,15-24 years,2015,15-24 years
2261,1.6,Age,15-24 years,2006,15-24 years
2262,1.6,Sex,Male,2012,All ages
2263,1.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages
2264,1.6,Sex,Male,2012,All ages
2265,1.6,Age,55-64 years,2015,55-64 years
2266,1.6,Sex and age,Male: 35-44 years,2012,35-44 years
2267,1.6,Sex and race,Female: Black or African American,2001,All ages
2268,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2012,All ages
2269,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2011,All ages
2270,1.6,Age,45-54 years,2007,45-54 years
2271,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,1999,All ages
2272,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2000,All ages
2273,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages
2274,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2000,All ages
2275,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2003,All ages
2276,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2004,All ages
2277,1.6,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2010,All ages
2278,1.6,Sex and race,Female: American Indian or Alaska Native,2003,All ages
2279,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2007,All ages
2280,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2018,All ages
2281,1.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2006,All ages
2282,1.6,Age,35-44 years,2013,35-44 years
2283,1.6,Age,15-24 years,1999,15-24 years
2284,1.6,Sex and race,Male: American Indian or Alaska Native,2003,All ages
2285,1.6,Sex,Female,2000,All ages
2286,1.7,Sex and age,Female: 45-54 years,2008,45-54 years
2287,1.7,Total,All persons,2003,All ages
2288,1.7,Sex and race,Male: Asian or Pacific Islander,2003,All ages
2289,1.7,Sex and age,Female: 35-44 years,2012,35-44 years
2290,1.7,Sex and age,Female: 25-34 years,2011,25-34 years
2291,1.7,Sex and age,Female: 25-34 years,2006,25-34 years
2292,1.7,Age,35-44 years,2010,35-44 years
2293,1.7,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2008,All ages
2294,1.7,Sex and age,Male: 55-64 years,2007,55-64 years
2295,1.7,Sex and age,Male: 15-24 years,2011,15-24 years
2296,1.7,Sex and age,Male: 15-24 years,2003,15-24 years
2297,1.7,Sex,Male,2004,All ages
2298,1.7,Age,55-64 years,2017,55-64 years
2299,1.7,Age,55-64 years,2016,55-64 years
2300,1.7,Age,45-54 years,2002,45-54 years
2301,1.7,Sex and age,Female: 45-54 years,2006,45-54 years
2302,1.7,Age,25-34 years,2015,25-34 years
2303,1.7,Sex and race,Female: Asian or Pacific Islander,2014,All ages
2304,1.7,Age,35-44 years,2008,35-44 years
2305,1.7,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2007,All ages
2306,1.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2014,All ages
2307,1.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2003,All ages
2308,1.7,Sex and race,Female: American Indian or Alaska Native,2008,All ages
2309,1.7,Age,65-74 years,2010,65-74 years
2310,1.7,Age,65-74 years,2008,65-74 years
2311,1.7,Sex and age,Male: 35-44 years,2013,35-44 years
2312,1.7,Sex and age,Female: 55-64 years,2014,55-64 years
2313,1.7,Age,45-54 years,2018,45-54 years
2314,1.7,Sex and age,Male: 65-74 years,2016,65-74 years
2315,1.7,Sex,Male,2004,All ages
2316,1.7,Sex and age,Male: 25-34 years,2002,25-34 years
2317,1.7,Sex and age,Male: 75-84 years,2018,75-84 years
2318,1.7,Sex,Male,2001,All ages
2319,1.7,Sex and race,Male: American Indian or Alaska Native,2009,All ages
2320,1.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2003,All ages
2321,1.7,Sex,Male,2008,All ages
2322,1.7,Sex and age,Female: 15-24 years,2014,15-24 years
2323,1.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2000,All ages
2324,1.7,Sex and age,Female: 45-54 years,2016,45-54 years
2325,1.7,Age,25-34 years,2016,25-34 years
2326,1.7,Sex and age,Female: 55-64 years,2005,55-64 years
2327,1.7,Sex and race,Male: American Indian or Alaska Native,2012,All ages
2328,1.7,Sex and age,Male: 25-34 years,2000,25-34 years
2329,1.7,Sex and age,Male: 65-74 years,2016,65-74 years
2330,1.7,Age,35-44 years,2002,35-44 years
2331,1.7,Sex and age,Male: 45-54 years,2012,45-54 years
2332,1.7,Sex and age,Male: 15-24 years,2003,15-24 years
2333,1.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2015,All ages
2334,1.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2011,All ages
2335,1.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2009,All ages
2336,1.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2008,All ages
2337,1.7,Age,65-74 years,2013,65-74 years
2338,1.7,Sex and age,Male: 55-64 years,2011,55-64 years
2339,1.7,Age,55-64 years,2004,55-64 years
2340,1.7,Sex and age,Male: 55-64 years,2011,55-64 years
2341,1.7,Age,15-24 years,2014,15-24 years
2342,1.7,Age,15-24 years,2013,15-24 years
2343,1.7,Total,All persons,2003,All ages
2344,1.7,Sex and age,Male: 45-54 years,2008,45-54 years
2345,1.7,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2004,All ages
2346,1.7,Sex and age,Male: 15-24 years,2014,15-24 years
2347,1.7,Sex and race,Female: White,2000,All ages
2348,1.7,Sex and race,Male: Asian or Pacific Islander,2015,All ages
2349,1.7,Age,45-54 years,2008,45-54 years
2350,1.7,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2012,All ages
2351,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,1999,All ages
2352,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages
2353,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2001,All ages
2354,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2002,All ages
2355,1.7,Age,35-44 years,2009,35-44 years
2356,1.7,Age,35-44 years,2006,35-44 years
2357,1.7,Age,45-54 years,2008,45-54 years
2358,1.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2014,All ages
2359,1.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2012,All ages
2360,1.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2006,All ages
2361,1.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2003,All ages
2362,1.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2002,All ages
2363,1.7,Total,All persons,2014,All ages
2364,1.7,Sex and race,Female: Black or African American,2014,All ages
2365,1.7,Sex and race,Female: White,2005,All ages
2366,1.7,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2016,All ages
2367,1.8,Sex and race,Male: White,2001,All ages
2368,4.8,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2015,All ages
2369,5.5,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2016,All ages
2370,5.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2017,All ages
2371,4.0,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2018,All ages
2372,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,1999,All ages
2373,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2000,All ages
2374,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages
2375,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2002,All ages
